company/company/invest	阿里巴巴	PlaceIQ	据 TechCrunch 的消息，阿里巴巴有意向 PlaceIQ 进行投资，但目前尚未宣布交易商谈细节，仅仅透露这是一笔少数股权的交易。
company/company/invest	阿里巴巴	PlaceIQ	位置智能服务供应商 PlacelQ 日前宣布获得阿里巴巴投资，但未透露融资规模，只表示是战略性少数股权融资，并且是对  PlacelQ 在今年 1 月份获得的 2500 万美元 D 轮融资的一次追投。
company/company/invest	阿里巴巴	三江购物	三江购物上周五晚发布公告称阿里巴巴集团子公司杭州阿里巴巴泽泰拟通过协议受让、认购定向增发股票及可交换债等方式，收购其32%股份，成为战略投资者，投资额约21.5亿元人民币
company/company/invest	阿里巴巴	Snapdeal	此前阿里巴巴已联合富士康和软银投资印度的电商企业Snapdeal
company/company/invest	阿里巴巴	Paytm E-commerce Pvt	据知情人士透露，中国的阿里巴巴集团将牵头一轮2亿美元的投资，投资对象为新创建的印度网上零售商Paytm E-commerce Pvt
company/company/invest	阿里巴巴	Paytm	同年，阿里巴巴和其子公司蚂蚁金服向印度最大手机钱包公司Paytm投资近6.8亿美元，持股40%
company/company/invest	阿里巴巴	软银	最后，马云再苦等两个小时后获得了孙正义6分钟的交谈时间，最终阿里巴巴获得了日本软银2000万美元的投资
company/company/invest	阿里巴巴	口碑网	口碑网成立于2015年6月，正值O2O生活服务平台激烈角逐时期，阿里巴巴和蚂蚁金服共同向口碑网投资约10亿美元，各占这家合资公司的50%的股权，同时淘点点业务并入口碑，并且口碑的业务推广重点却从外卖转向到店业务
company/company/invest	阿里巴巴	盒马鲜生	盒马鲜生一出世就在商业圈儿出了名，阿里巴巴投资1.5亿美金
company/company/invest	阿里巴巴	Lazada	在投资层面，阿里巴巴动作频频，投资了Tango、Pepper、MagicLeap、Lazada等海外业务
company/company/invest	阿里	Lazada	今年4月，阿里以10亿美元投资有“东南亚亚马逊”之称、东南亚最大电商Lazada
company/company/invest	阿里巴巴	三江购物	2015年以来，阿里巴巴相继入股苏宁云商、联华超市、三江购物，京东则战略入股永辉超市
company/company/invest	阿里云	Zstack	ZStack获得阿里云领投数千万A轮投资并发布混合云战略
company/company/invest	腾讯	膜拜单车	新年刚开始，摩拜单车又完成了新一轮融资，从中国自行车共享服务的拥挤群体中脱颖而出，筹得2.15亿美元融资。由中国互联网巨头腾讯公司与美国华平投资联合领头。
company/company/invest	腾讯	在行&分答	今日早间，在行&分答方面对钛媒体表示，该公司获得了来自国内知名巨头腾讯的 A+ 轮融资，由穆棉资本作为独家财务顾问。
company/company/invest	腾讯	海云捷迅	9月21日消息，腾讯与海云捷迅昨日下午在京共同宣布达成战略投资合作关系，海云捷迅接受腾讯的战略投资，双方将在产品、市场、生态上展开合作。
company/company/invest	腾讯	Keep	运动应用Keep通过腾讯创业首次对外宣布，其已获得来自腾讯的C＋轮战略投资，距离上次C轮披露时间仅间隔1个月，具体融资金额未透露。
company/company/invest	腾讯	Hike Messenger	据台湾“中央社”8月16日报道，有“印度WhatsApp”之称的实时通讯软件Hike Messenger，16日获得以台湾鸿海集团旗下富士康和中国大陆腾讯为首的财团投资1.75亿美元。
company/company/invest	腾讯	Teambition	近日，Teambition已确认于近期获得腾讯投资，这是腾讯在企业级SaaS领域为数不多的战略投资
company/company/invest	腾讯	搜狗	同时，财大气粗的腾讯也投资了不少人工智能公司，比如刚把人工智能当做重点发展方向的搜狗等等
company/company/invest	腾讯	蔚来	根据公开消息，蔚来初期曾获得顺为、京东、高瓴资本、腾讯基金和易车共 5 亿美元注资，15 年 9 月得到红杉中国、愉悦资本共 5 亿美元融资
company/company/invest	腾讯	易鑫金融	嗅觉敏锐的互联网巨头，腾讯、京东和百度惊叹于互联网 + 汽车金融市场的庞大体量与易鑫金融惊人的发展速度，自 2015 年初起一年半时间先后战略入股易鑫金融，注资高达 60 亿人民币
company/company/invest	腾讯	京东	与此同时我们也看到阿里的老对手京东也接受了腾讯的投资，引入腾讯成为最大机构股东，看重的也是腾讯旗下微信的社交能力，后来也证明京东和微信的联手，加速了京东社交电商的运营能力
company/company/invest	腾讯	京东	而且，京东最大的股东虽然是腾讯，但刘强东本人却拥有80%以上投票权
company/company/invest	百度	ZestFinance	7月18日，百度宣布战略投资美国金融科技公司ZestFinance，该公司的主营业务是将机器学习与大数据分析融合起来提供更加精准的信用评分
company/company/invest	百度	Velodyne	今日，Velodyne 公司发布公告称，旗下激光雷达公司获得百度与福特公司 1.5 亿美元的共同投资，三方将围绕无人驾驶领域展开全方位合作
company/company/invest	百度	易车网	今年6月，易车网已经获得了腾讯、百度和京东各5000万美元的投资
company/company/invest	百度	易车网	而汽车之家的老对头易车网，则于今年6月获得了来自腾讯、百度、京东三方的3亿美元战略投资；8月，三方继续注资易车旗下的金融服务商易鑫资本，投资额达5.5亿美元
company/company/invest	百度	易车网	今年8月，京东再联合腾讯、百度投资5.5亿美元，注入易车网旗下专注于汽车融资的子公司易鑫资本，在最新发布的2016年Q2财报中，我们可以看到京东已成为易车的第一大股东，持有易车26%的股份
company/company/invest	百度	易车网	易车网表示，腾讯、百度和京东等三大投资者的数据组合、用户和资金，将有助于易鑫资本进行更准确、更高效的信用评估，同时提升其为客户提供金融产品和服务的能力
company/company/invest	百度	易车网	 易车网创始人、董事长兼CEO李斌表示：“今天我们很高兴宣布获得全球领先企业腾讯、百度和京东等战略合作伙伴的新一轮投资
company/company/invest	百度	易车网	北京商报讯（记者 魏蔚）在拿到京东腾讯联合投资15.5亿美元后18个月，易车网再度获得巨头注资，此次易车网的产业投资方名单上多了百度
company/company/invest	苹果	软银	美国苹果公司３日确认，将向日本软银公司创办的技术基金投资１０亿美元
company/company/invest	高通公司	软银	据外媒4日报道，知情人士称，软银集团股份有限公司(SoftBank Group Corp., 9984.TO, 简称：软银)的新科技基金吸引了芯片制造商高通公司(Qualcomm Inc., QCOM)作为投资者，从而帮助这只规模庞大的基金实现筹资1,000亿美元的目标。
company/company/invest	苹果	软银	苹果今天宣布公司 10 亿美元投资日本公司软银（SoftBank）的 Vision Fund（愿景基金），并确认两家公司在去年12月就进行了会谈。
company/company/invest	谷歌	Terra Bella	该消息人士还透露,谷歌将成为Planet Labs的大股东,并继续基于对Terra Bella将可取得长期成功的期待而对其进行投资
company/company/invest	谷歌	百度	谷歌曾投资过迅雷、大众点评、百度等中国明星项目
company/company/invest	美团点评	爱鲜蜂	11月4日爱鲜蜂宣布获得来自美团点评的投资，但双方均未透露具体融资金额，仅表示双方将在O2O社区即时配送服务领域展开合作
company/company/invest	完美世界	百度	7月4日，百度宣布，旗下百度文学业务引入完美世界集团的战略投资，双方将以文学为连接点，在文学业务、版权业务、影游投资开发、影游产业链联动等方面展开深度合作
company/company/invest	晨兴资本	快手	据了解，快手于2012年4月完成30万美元天使轮融资，投资方为晨兴资本
company/company/invest	软银	SoFi	2015年9月30日，SoFi通过官网声明，软银当日以10亿美元领投SoFi
company/company/invest	软银	Snapdeal	2015年8月，阿里巴巴联合富士康、软银在内的投资者向印度电商巨头Snapdeal投资了5亿美元
company/company/invest	软银	FetchRobotics	此外，软银资本向FetchRobotics公司投资2000万美元
company/company/invest	软银	Snapdeal	由日本软银、阿里巴巴参与投资的Snapdeal占据了约12%的市场份额，排在第三位
company/company/invest	软银	Grab	得到日本软银等多个投资者支持的Grab周四宣布，这笔投资将用于在雅加达建立一个研究中心，以及成立一只1亿美元的投资基金投资当地金融科技公司
company/company/invest	软银	WeWork	网易科技讯 1月31日消息 据路透社报道，华尔街日报引用知情人士的消息称，软银集团公司正在考虑向联合办公空间创企WeWork投资10亿美元
company/company/invest	软银	阿里	2004年我们进入电商时，当当卓越都已经拿到C轮融资了，阿里也拿到了雅虎、软银10个亿美金的投资，在我们进入电商那一刻时，我们所有的竞争对手都绝对是大象级的，而我们只相当于一个小柜台
company/company/invest	软银	阿里巴巴	这笔“天使投资”不仅解了马云的燃眉之急，同时也为阿里吸引到了软银2000万美元的入股
company/company/invest	软银	阿里巴巴	到了2004年，互联网泡沫的破灭让高盛对中国电子商务前景看衰，其所持有阿里巴巴的股权由GGV接手，套现2200万美元离场，而软银、富达等则继续加码，为阿里提供了8200万美元的巨额战略投资
company/company/invest	软银	阿里巴巴	此番减股后，日本软银集团所持有的阿里巴巴股份，将会从32%下降到28%左右
company/company/invest	软银	阿里	有专业财经媒体评论说，“若是没有蔡崇信，阿里恐怕撑不过电子商务泡沫；没有他，阿里就拿不到软银资金、吃不下雅虎中国
company/company/invest	软银	Snapdeal	由日本软银、阿里巴巴参与投资的Snapdeal占据了约12%的市场份额，排在第三位
company/company/invest	软银	阿里	软银出售的阿里股份总价值达到了89亿美元
company/company/invest	软银	阿里巴巴	离职后，胡以晨接受南华早报 ... 标签： 阿里巴巴 南华早报 淡马锡 南华早报CEO 胡以晨 阅读全文 2016-07-26 分享： 软银出售10亿美元阿里股票 阿里股价应声下跌6.5% 新浪科技讯 北京时间6月2日下午消息，阿里巴巴最大股东软银宣布，新加坡国有财富基金将从其手中购买价值10亿美元的阿里股份
company/company/invest	软银	阿里巴巴	不过马云高兴的忘记了他们所持股权仅有10%左右（此时孙正义的日本软银持股35%左右，雅虎持股35%），这意味着对阿里巴巴的控制权随时都可能要丧失了
company/company/invest	软银	阿里巴巴	2014年9月，阿里巴巴在美国纳斯达克成功上市后，孙正义的日本软银套现了阿里巴巴的7%左右的股份用于软银集团的账务偿还，此时在软银在阿里的持股比例下降到了28%左右
company/company/invest	软银	阿里巴巴	软银集团掌门孙正义，是在中国互联网市场大名鼎鼎的投资家，孙正义通过投资阿里巴巴获得了丰厚的回报，不过软银在过去的16年时间里，从来没有抛售过阿里巴巴股权，表明对于该公司的长远发展充满信心
company/company/invest	软银	阿里	为了收购ARM，软银首次抛售阿里股权，截至目前，该公司仍然持有阿里巴巴28%的股权
company/company/invest	软银	阿里巴巴	近期，软银以310亿美元(约合2132亿元人民币)的价格收购了英国半导体设计公司安谋科技 孙正义对国人来说并不陌生，他投资阿里巴巴成为中国财经界耳熟能详的人物，之前的投资远见和能力毋庸置疑
company/company/invest	软银	阿里巴巴	在抛售之后，软银仍将保持阿里巴巴最大股东的身份，但股份将从32%降至28%
company/company/invest	红杉资本	VIPKID	2014年10月，VIPKID获得经纬中国领投、创新工场和红杉资本联合投资的500万美元A轮融资
company/company/invest	红杉资本	VIPKID	2015年10月，VIPKID获得由北极光创投领投，经纬中国、红杉资本和创新工场的近2000万美元B轮融资
company/company/invest	红杉资本	VIPKID	2016年8月，VIPKID获得云峰基金领投，红杉资本跟投的C轮1亿美金融资，创造全球在线少儿英语教育最大单笔融资
company/company/invest	红杉资本	今日头条	今日头条已经完成了D轮融资，估值超过之前市场广为猜测的100亿美金，高达120亿，投资人除去此前的红杉资本和海纳亚洲外，还新加入了建银国际
company/company/invest	红杉资本	今日头条	这不，刚好遇上有心海外扩张和入局短视频领域，有着同一投资者红杉资本的今日头条
company/company/invest	红杉资本	今日头条	公开资料显示，今日头条的多轮融资发生于2012~2014年，投资方包括SIG、DST、红杉资本、新浪微博，并无国家资本背景
company/company/invest	红杉资本	今日头条	值得一提的是，红杉资本是 Flipagram 和今日头条的共同投资人
company/company/invest	红杉资本	Jawbone	到目前为止，Jawbone总共拿到了9.51亿美元的融资，投资方包括红杉资本、摩根大通集团和知名风投公司Andreessen Horowitz
company/company/invest	红杉资本	Jawbone	从1999年成立至今，Jawbone共融资近9.51亿美元，投资方包括安德森·霍罗威茨(Andreessen Horowitz)、红杉资本、凯鹏华盈、摩根大通、梅菲尔德(Mayfield)、科斯拉(Khosla)等著名机构
company/company/invest	红杉资本	Jawbone	同样Jawbone的投资方名单也非常豪华，其中包括安德森-霍洛维茨、摩根大通的Digital Growth Fund、KPCB、Khosla Ventures，以及红杉资本
company/company/invest	红杉资本	谷歌	红杉资本曾投资Google(谷歌)、苹果公司等多家科技企业
company/company/invest	红杉资本	谷歌	在一定程度上，美国的红杉资本可谓风险投资领域中最专业的技术投资者，互联网刚刚兴起时投了雅虎，搜索引擎出现时投了谷歌
company/company/invest	红杉资本	谷歌	创立于1972年美国硅谷，曾投资过思科、雅虎、苹果、谷歌等企业的红杉资本，基于在中国的投资实践，有可能在新的全球化投资中做得更出色
company/company/invest	红杉资本	谷歌	美国红杉资本成立于1972年，从硅谷起步，迄今投资了700多家公司，这其中，包括了苹果、谷歌、雅虎、甲骨文等国际科技巨头
company/company/invest	红杉资本	谷歌	带来数量级提高的某项技术或者商业模式，无论其出现时的经济大环境如何，总会遇到识货的伯乐（比如谷歌就是在互联网泡沫破灭期创立的，首笔融资的出资方就有世界顶级投资机构红杉资本）
company/company/invest	红杉资本	Google	在他背后，是红杉资本（Sequoia Capital）所投资并已上市的公司Logo墙，包括苹果电脑、YAHOO！、思科、Google等
company/company/invest	红杉资本	Flipagram	Flipagram最近一轮融资发生在2015年7月，获得包括红杉资本、KPCB（全球）和IndexVentures在内的投资方7000万美元B轮融资
company/company/invest	红杉资本	Flipagram	 2015年，Flipagram获得来自红杉资本、KPCB和Index Venturers的7000万美元B轮投资，估值已近3亿美元
company/company/invest	红杉资本	Qualtrics	终于，在2012年5月，Accel Partners 3年的坚持收获正果，前者与红杉资本联合对Qualtrics投资7000万美元
company/company/invest	红杉资本	斗鱼TV	去年3月15日，直播平台斗鱼TV获得腾讯、红杉资本等投资机构1亿美元B轮融资
company/company/invest	红杉资本	斗鱼	不过话说回来了，斗鱼怎么变得这么“富”了？ 斗鱼 TV 背后是红杉资本中国、奥飞动漫以及后来者腾讯
company/company/invest	红杉资本	斗鱼TV	以腾讯、红杉资本、南山资本等参与投资的斗鱼TV为例，其于2014年成立，在两年时间跃居为国内网络直播平台“大户”，并逐步由游戏直播向体育、综艺、娱乐、户外等直播内容扩张
company/company/invest	红杉资本	斗鱼直播	近期直播行业较大的一笔融资事件为：2016年8月15日消息，斗鱼直播获15亿人民币C轮融资，由凤凰资本、腾讯领投，       红杉资本中国、南山资本跟投
company/company/invest	红杉资本	斗鱼	今年3月，斗鱼宣布完成1亿美元B轮融资，其中，腾讯出资4亿人民币领投，红杉资本、南山资本跟投
company/company/invest	红杉资本	斗鱼直播	芥末堆讯，今日，斗鱼直播完成15亿元人民币C轮融资，由凤凰资本、腾讯领投，红杉资本中国、南山资本跟投
company/company/invest	红杉资本	斗鱼直播	据公开资料显示，此前斗鱼直播已获3轮融资：2014年4月，获2000万人民币天使轮融资；2014年9月，获红杉资本中国1.1亿元A轮融资；2016年3月，获腾讯、红杉资本中国、南山资本6.5亿元B轮融资
company/company/invest	红杉资本	斗鱼	2016年三月斗鱼完成一亿美元（6.7亿人民币）B轮投资，其中腾讯领头4亿，A轮投资者红杉资本及南山资本跟投，估值超过十亿美元
company/company/invest	红杉资本	斗鱼TV	今年3月，腾讯出资4亿元领投斗鱼TV的B轮融资，红杉资本追加投资，跟投方还包括南山资本等
company/company/invest	红杉资本	斗鱼直播	9月17日消息，斗鱼直播平台的运营网站广州斗鱼网络科技有限公司，在近日获得了风投 公司红杉资本中国基金的投资，具体的投资金额和详细信息尚不知晓
company/company/invest	红杉资本	瓜子二手车	同年3月30日，瓜子二手车宣布完成2 .045亿美元A轮融资，投资方为红杉资本、光信资本等
company/company/invest	红杉资本	京东金融	京东金融完成66.5 亿元融资，红杉资本中国基金，嘉实投资和中国太平领投，估值466.5 亿元 ，京东集团仍控制多数股权
company/company/acquisition	阿里巴巴	Lazada	2016年4月，阿里巴巴斥资10亿收购了东南亚跨境电商Lazada，其中5亿美元用于收购Lazada新发型的股本，另外5亿美元用于收购Lazada股东的持股——包括Rocket Internet的9.1%、Tesco的8.6%、Kinnevik的3.8%及其它股东12%的股权。
company/company/acquisition	阿里	Lazada	除云计算业务，阿里近期在东南亚最受关注的动作，就是阿里收购了东南亚“淘宝”Lazada
company/company/acquisition	阿里巴巴	Lazada	而在去年阿里收购Lazada后，该市场的热度持续上涨
company/company/acquisition	阿里	Lazada	在收购Lazada后，阿里开始帮助国内零售商家登陆该平台，向东南亚消费者售卖产品
company/company/acquisition	阿里	Lazada	此外，阿里还斥巨资收购Lazada加强东南亚电商布局
company/company/acquisition	阿里	Lazada	阿里宣布收购Lazada时，阿里巴巴总裁迈克・埃文斯(Michael Evans)称，“投资Lazada将使阿里巴巴得以进军一个消费者基数庞大且在不断增长的海外市场，而且这个平台有着经验丰富的管理团队和稳固的基础
company/company/acquisition	阿里	Lazada	阿里在今年4月份以10亿美元收购了新加坡电商公司Lazada的控股权，从而立即进入了东南亚六大市场：印尼、泰国、新加坡、马来西亚、菲律宾以及越南
company/company/acquisition	阿里	Lazada	阿里2016年豪掷10亿美元收入囊中的Lazada，届时将处于这场风暴的正中央
company/company/acquisition	阿里	Lazada	而作为中国的电商巨头，阿里巴巴也在今年4月宣布以约10亿美金收购东南亚最大电商Lazada，并把天猫体系的卖家产品输出东南亚
company/company/acquisition	阿里	Lazada	今年4月，阿里巴巴宣布斥资10亿美元收购了东南亚地区最大的在线购物网站之一Lazada，阿里在官方声明中表示，这一投资将使其“获得一个巨大且不断增长的国外用户群和一个可靠的管理团队”
company/company/acquisition	阿里	Lazada	从2014年入股新加坡邮政到今年4月10亿美元收购东南亚电商Lazada，阿里在境外物流上持续布局
company/company/acquisition	阿里巴巴	银泰百货	中国电商巨头阿里巴巴公司将通过一项26亿美元的私有化收购计划掌控银泰百货。本周二两家公司发布这一消息，银泰百货股价应声上涨。
company/company/acquisition	阿里巴巴	银泰百货	这就是为什么阿里巴巴出价26亿美元全面收购中国知名的购物中心银泰百货的原因
company/company/acquisition	阿里	银泰百货	在虚拟经济和实体经济之争的浪潮中，2017年被阿里定调为“五新”之年，此前与苏宁的合作、收购三江购物、银泰百货私有化等一系列布局成为阿里新零售的前哨
company/company/acquisition	阿里巴巴	三江购物	一星期后，三江购物公告称，阿里巴巴集团子公司杭州阿里巴巴泽泰信息技术有限公司(下称“阿里巴巴泽泰”)拟通过协议受让、认购定增股票、认购可交换债等方式收购三江购物股份，收购完成后，阿里巴巴泽泰将持股32%，若可交换债全部转换为股份，则阿里巴巴泽泰持股比例增至35%
company/company/acquisition	阿里巴巴	豌豆荚	2016年7月，豌豆荚被阿里巴巴收购，并入阿里移动，价格据说只有不到2亿美元
company/company/acquisition	阿里巴巴	豌豆荚	特别是当阿里巴巴接连收购了UC与豌豆荚后，市场上形成了腾讯应用宝、百度手机助手、UC+豌豆荚这个BAT阵营，以及不可小觑的360
company/company/acquisition	阿里	豌豆荚	收购不是终点，未来再战 　　豌豆荚的收购方是阿里，多少创业团队都梦寐以求的事儿，但被收购的是曾经的创业明星，还是让人有点觉得可惜
company/company/acquisition	阿里	豌豆荚	最终，豌豆荚确认被并入阿里巴巴，进入阿里移动事业群
company/company/acquisition	阿里	豌豆荚	最重要的是，被阿里并购后，豌豆荚就不至于做一个“穷逼”，没钱没资源和应用宝、百度手机助手、360手机助手们对着干了，其有了更多的底气和实力来做好豌豆荚本身，阿里“爸爸”对自身的产品还是很上心的
company/company/acquisition	阿里巴巴	豌豆荚	　“并入阿里巴巴，恰好能增强豌豆荚应用分发业务在这上面的工作
company/company/acquisition	阿里巴巴	豌豆荚	互联网圈子 豌豆荚确认 “卖身” 阿里巴巴 昨日下午，豌豆荚宣布，其应用分发业务将并入阿里巴巴移动事业群，双方已正式签订并购协议
company/company/acquisition	阿里巴巴	豌豆荚	7月5日，豌豆荚宣布将旗下应用分发业务并入阿里巴巴移动事业群
company/company/acquisition	阿里巴巴	豌豆荚	分析人士认为，豌豆荚出售给阿里巴巴，也证明“Android应用分发不再是个好生意”
company/company/acquisition	腾讯	拳头游戏	2015 年底，腾讯宣布收购拳头游戏，实现了对后者 100% 的控股
company/company/acquisition	腾讯	拳头游戏	而100%控股拳头游戏的腾讯，有一本更加长远的“产业经”
company/company/acquisition	腾讯	Supercell	除此之外，腾讯还曾于去年 6 月以 90 亿美元的天价完成了对《部落冲突》开发商 Supercell 的收购
company/company/acquisition	腾讯	Supercell	2016年，腾讯公司还花费超过80多亿美元，收购了芬兰的SuperCell游戏公司
company/company/acquisition	腾讯	Supercell	腾讯去年也以86亿美金收购《部落冲突》游戏开发商Supercell的84.3%股权
company/company/acquisition	腾讯	Supercell	这离不开腾讯多年来坚持的收购，去年收购Supercell的金额更是创下了腾讯历史上的最高纪录
company/company/acquisition	腾讯	Supercell	事实上在国际市场，腾讯更知名的是另一个身份：全球规模最大的游戏公司，在收购游戏公司上频频大手笔：90 亿天价收购《部落冲突》开发商Supercell ，重金收购《英雄联盟》开发商拳头游戏公司
company/company/acquisition	腾讯	Supercell	腾讯86亿美元收购游戏公司Supercell的84%股份，是2016年金额最大的并购事件，让腾讯的游戏帝国位置更加稳固，而且国际化娱乐公司品牌得到更大范围传播
company/company/acquisition	腾讯	Supercell	“整个市场的规模吸引了传统巨头游戏公司的投资，促成动视暴雪、腾讯分别收购了King和Supercell
company/company/acquisition	腾讯	Supercell	最典型案例当属收购芬兰游戏开发商Supercell，这也是目前腾讯最大的一笔海外投资
company/company/acquisition	腾讯	Supercell	类似的收购还有腾讯，今年年中，腾讯出资86亿美元拿下了全球最有钱途的手游公司Supercell 84.3%的股权，成为战略投资者
company/company/acquisition	腾讯	Supercell	移动游戏领域出现了生命周期缩短现象，也引发了一些行业内新动向，即收购兼并变得更加活跃，去年移动游戏领域的并购金额创造了新历史纪录，其中腾讯公司收购Supercell，占到了三分之一的收购总金额
company/company/acquisition	腾讯	Rio Games	这可不是假话，你知道腾讯最赚钱的王牌游戏lol（英雄联盟），其实是美国Rio Games公司的产品，这家公司已经被腾讯100%收购
company/company/acquisition	腾讯	京东	仅仅过了一个月，3月11日，腾讯再次发布重大投资信息，以2.14亿美元现金以及其他资产对价收购京东15%的股份，并将旗下电商资产QQ网购和拍拍实物电商部门以及配送团队整合并入京东体系
company/company/acquisition	腾讯	58同城	6月27日，腾讯宣布以7.36亿美元的价格收购58同城19.9%的股份，成为该公司的第一大股东
company/company/acquisition	百度	91应用商店	薛永锋认为，百度在移动互联网时代开始有点滞后，后来通过收购91应用商店，希望通过现金来换时间，目前看来，百度移动端虽然收入不错，但是并没有创新性的业务
company/company/acquisition	微软	Maluuba	本周五，微软通过博客宣布已经收购了人工智能初创公司Maluuba
company/company/acquisition	微软	Maluuba	今年1月14日，微软也对外宣布，已完成人工智能初创公司Maluuba的收购工作
company/company/acquisition	微软	Maluuba	包括最近微软收购了 Maluuba，这是一支世界顶级的人工智能研究团队，其中前 Maluuba 顾问、深度学习领域中的杰出人物 Yoshua Bengio 此后将担任微软的特聘顾问
company/company/acquisition	微软	Maluuba	而今年 1 月已被微软收购的 NLP 明星公司 Maluuba 早已在机器理解方面的成绩超越谷歌等巨头
company/company/acquisition	微软	Maluuba	而微软在这场AI战役中丝毫不敢懈怠，日前宣布收购Maluuba公司，不过没有宣布涉及的交易金额
company/company/acquisition	微软	Maluuba	而微软切入人工智能的方式在自主研发人工智能的同时还通过收购初创公司Maluuba做多重准备
company/company/acquisition	微软	Maluuba	就在近日，微软刚收购一家名为Maluuba的加拿大AI公司，后者技术主要用于利用深度学习和强化学习技术来提高计算机系统的熟练程度和有效性
company/company/acquisition	微软	Maluuba	微软于上周五表示将收购一家总部位于蒙特利尔的 AI 初创公司 Maluuba，该公司专注于文字内容分析，例如能通过筛选商业文件查找特定领域专家
company/company/acquisition	微软	Maluuba	根据华尔街日报的报道，微软这次收购 Maluuba 公司的目的，就是为了开发通用 AI
company/company/acquisition	微软	Maluuba	微软收购人工智能初创公司Maluuba 微软宣布它已经完成了对人工智能初创公司Maluuba的收购
company/company/acquisition	微软	Maluuba	目前，微软已经完成 Maluuba 公司的收购工作，但他们并未公布这项收购案的相关财政条款
company/company/acquisition	Google	Limes Audio	1月6日消息，近日Google官方博客宣布，已经收购了瑞典音频信号处理公司Limes Audio，不过对于具体交易金额，谷歌方面并未透露。
company/company/acquisition	Google	Apture	11月11日消息，据TechCrunch报道，Google周四宣布收购丰富上下文浏览技术新创公司Apture
company/company/acquisition	谷歌	Terra Bella	内部人士表示，Planet Labs的收购价低于谷歌当时收购Terra Bella时的5亿美元，但这项交易的价格仍在3亿美元以上
company/company/acquisition	谷歌	Terra Bella	3年前，谷歌以5亿美元收购了“卫星成像”公司Terra Bella
company/company/acquisition	谷歌	Terra Bella	Terra Bella被谷歌收购后，成长速度就有所放缓，而Planet则不断融到资金，并向太空发射大量卫星
company/company/acquisition	谷歌	Terra Bella	2014年，谷歌以5亿美元的价格收购了Skybox，后改名为Terra Bella
company/company/acquisition	谷歌	Urban Engines	腾讯科技讯 9月16日，谷歌刚刚收购了城市规划相关位置数据分析服务提供商Urban Engines公司，以此强化谷歌地图（Google Maps）的位置分析功能
company/company/acquisition	谷歌	Fabric	1月19日，谷歌宣布将收购推特(TWTR)旗下的Fabric手机APP开发平台
company/company/acquisition	谷歌	Apigee	谷歌在去年9 月 8 日表示，将以 6.25 亿美元的价格收购API管理公司 Apigee
company/company/acquisition	谷歌	Skybox	为了提高谷歌地图质量，谷歌在2014年花费5亿美元收购了Skybox成像公司，后将其更名为Terra Bella
company/company/acquisition	谷歌	Alpental	2014年6月谷歌收购了5G网络技术创业公司Alpental
company/company/acquisition	谷歌	Deep Mind	Deep Mind公司是2014年1月谷歌收购的人工智能（AI）研究机构，总部位于伦敦
company/company/acquisition	谷歌	Deep Mind	当Deep Mind2014年被谷歌用四亿英镑收购时，双方协议中就有一项：“禁止将该技术应用于军事或情报用途
company/company/acquisition	谷歌	Deep Mind	其中最大一笔收购是谷歌于2014年以4亿美元的价格收购了DeepMind，目前，谷歌团队正在推动DeepMind的技术突破极限
